date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:01:47	1509/1509	---M-Z	200	added ('OK')	application/javascript	etag:W/%22db0d940ce182914f5cff86cfd9c9d466%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/bc72a8ac791a9700/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/bc72a8ac791a9700/script.js	(from https://ahimms90.com/)
13:01:48	11891/11891	---M-Z	200	added ('OK')	application/x-javascript	etag:%2252ef5c943baad21:0%22	http://img1.wsimg.com/tcc/tcc_l.combined.1.0.6.min.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/tcc/tcc_l.combined.1.0.6.min.js	(from https://ahimms90.com/)
13:01:48	6534/6534	---M-Z	200	added ('OK')	text/css	etag:W/%22e87ca883589de48dd1326b863ceea4ef%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/6618a99ee3e96a08/styles.css	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/6618a99ee3e96a08/styles.css	(from https://ahimms90.com/services)
13:01:48	1345/1345	---M-Z	200	added ('OK')	text/css	etag:W/%22277edceafe2e68cf6c8573c268881085%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/bce2aa3bc95ae8e6/styles.css	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/bce2aa3bc95ae8e6/styles.css	(from https://ahimms90.com/services)
13:01:51	70464/70464	---M--	200	added ('OK')	image/jpeg	etag:3220936451	http://img1.wsimg.com/isteam/stock/5696/:/rs=h:500,cg:true,m	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/isteam/stock/5696/_/rs=h_500,cg_true,m.jpg	(from https://ahimms90.com/)
13:01:52	1494/1494	---M-Z	200	added ('OK')	application/javascript	etag:W/%227f186465845590d935ea86a8f2c68018%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/a3dfb3560c687481/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/a3dfb3560c687481/script.js	(from https://ahimms90.com/services)
13:01:52	1490/1490	---M-Z	200	added ('OK')	application/javascript	etag:W/%22e082b52999b6bf7df96ee7d2c3dfe271%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/a1b90c0dba3e0131/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/a1b90c0dba3e0131/script.js	(from https://ahimms90.com/services)
13:01:52	6569/6569	---M-Z	200	added ('OK')	text/css	etag:W/%22268bb99621c3c890e2bdbe682211fa92%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/f82c5dafdec6bd88/styles.css	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/f82c5dafdec6bd88/styles.css	(from https://ahimms90.com/about-us)
13:01:53	1559/1559	---M-Z	200	added ('OK')	text/css	etag:W/%22562ee57431bace49088fcd9df76f1d01%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/c78dea403bd03bfb/styles.css	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/c78dea403bd03bfb/styles.css	(from https://ahimms90.com/about-us)
13:01:54	315399/315399	---M-Z	200	added ('OK')	application/javascript	etag:W/%22f2cedda4479a577c9e149c9e3a4c72b6%22	http://img1.wsimg.com/blobby/go/gpub/85366ec326c7965c/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/gpub/85366ec326c7965c/script.js	(from https://ahimms90.com/)
13:01:55	1494/1494	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c9eb8d20016afef1ede6b4f8a44cb16%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/2b6c5201d135c693/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/2b6c5201d135c693/script.js	(from https://ahimms90.com/about-us)
13:01:55	1490/1490	---M-Z	200	added ('OK')	application/javascript	etag:W/%2296f16c70ea50fc508b099b20089d0a6a%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/edcac03d5a249e1e/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/edcac03d5a249e1e/script.js	(from https://ahimms90.com/about-us)
13:01:56	6699/6699	---M-Z	200	added ('OK')	text/css	etag:W/%22fc4d3a4914e38db148f05b11004383fe%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/3d5fdb68a5f95e09/styles.css	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/3d5fdb68a5f95e09/styles.css	(from https://ahimms90.com/contact-us)
13:01:56	17976/17976	---M--	200	added ('OK')	image/jpeg	etag:1661980672	http://img1.wsimg.com/isteam/stock/pmeQ9Ww/:/rs=w:600,h:300,cg:true,m/cr=w:600,h:300	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/isteam/stock/pmeQ9Ww/_/rs=w_600,h_300,cg_true,m/cr=w_600,h_300.jpg	(from https://ahimms90.com/about-us)
13:01:56	1624/1624	---M-Z	200	added ('OK')	text/css	etag:W/%22237f661a14ee8c183c19fd4a0d4ca749%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/e9ce958ed0f8aaf6/styles.css	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/e9ce958ed0f8aaf6/styles.css	(from https://ahimms90.com/contact-us)
13:01:56	1494/1494	---M-Z	200	added ('OK')	application/javascript	etag:W/%22bced65304d49ca0401f49338ead0b4de%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/807a2d5e4f308ef5/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/807a2d5e4f308ef5/script.js	(from https://ahimms90.com/contact-us)
13:01:56	1490/1490	---M-Z	200	added ('OK')	application/javascript	etag:W/%22590d4f146f12ee2bc1fa20d7ab854918%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/886acd4f82e663/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/886acd4f82e663/script.js	(from https://ahimms90.com/contact-us)
13:01:57	2153/2153	---M-Z	200	added ('OK')	application/javascript	etag:W/%228453f55f9aeb8e90d986bddc3a113aa7%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/4661bf1e56dc9b5f/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/4661bf1e56dc9b5f/script.js	(from https://ahimms90.com/contact-us)
13:01:58	38334/38334	---M-Z	200	added ('OK')	application/javascript	etag:W/%22ec8481f4c7684205369caa050422d07a%22	http://img1.wsimg.com/blobby/go/gpub/c6375348d85f73e5/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/gpub/c6375348d85f73e5/script.js	(from https://ahimms90.com/contact-us)
13:01:58	27474/27474	---M-Z	200	added ('OK')	application/javascript	etag:W/%220f97b40616ad63705d1977e777e0242c%22	http://img1.wsimg.com/blobby/go/gpub/195b4ab4dfdeca42/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/gpub/195b4ab4dfdeca42/script.js	(from https://ahimms90.com/contact-us)
13:01:59	1593/1593	---M-Z	200	added ('OK')	application/javascript	etag:W/%227a7a936e766294167afbaf65be01f940%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/42851ef4b108a4b0/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/42851ef4b108a4b0/script.js	(from https://ahimms90.com/contact-us)
13:01:59	103/103	---M-Z	200	added ('OK')	text/plain	etag:%227f92add3bae1d01:0%22	http://img1.wsimg.com/robots.txt		(from https://ahimms90.com/)
13:02:03	117912/117912	---M--	200	added ('OK')	image/jpeg	etag:2943975613	http://img1.wsimg.com/isteam/stock/7771/:/rs=w:1240,h:620,cg:true,m/cr=w:1240,h:620	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/isteam/stock/7771/_/rs=w_1240,h_620,cg_true,m/cr=w_1240,h_620.jpg	(from https://ahimms90.com/services)
13:02:03	70464/70464	URF---	200	added ('OK%20(cached)')	image/jpeg		http://img1.wsimg.com/isteam/stock/5696/:/rs=h:500,cg:true,m	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/isteam/stock/5696/_/rs=h_500,cg_true,m.jpg	(from https://ahimms90.com/)
13:02:04	11012/11012	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%22f00542ee95bbe8ab88a1d9e77b8510df%22	http://img1.wsimg.com/blobby/go/gpub/eba23cd11ac6e2d8/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/gpub/eba23cd11ac6e2d8/script.js	(from https://ahimms90.com/)
13:02:04	1512/1512	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%2229836599d8eb65ed9f63dff2fa1dba1c%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/3abfb527df085204/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/3abfb527df085204/script.js	(from https://ahimms90.com/)
13:02:05	4462/4462	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%22a4cdc5f1df8d45ea83210b37963ce86d%22	http://img1.wsimg.com/blobby/go/gpub/d40440603775d41f/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/gpub/d40440603775d41f/script.js	(from https://ahimms90.com/)
13:02:05	1508/1508	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%2237f7aa551117f56322cdb3978424e761%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/e930ced7a6f0330f/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/e930ced7a6f0330f/script.js	(from https://ahimms90.com/)
13:02:06	1509/1509	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%22db0d940ce182914f5cff86cfd9c9d466%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/bc72a8ac791a9700/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/bc72a8ac791a9700/script.js	(from https://ahimms90.com/)
13:02:06	21037/21037	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%2204c2d70d181a90e2174481fdeeede752%22	http://img1.wsimg.com/blobby/go/gpub/f955f3519bc607c/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/gpub/f955f3519bc607c/script.js	(from https://ahimms90.com/)
13:02:06	662263/662263	---M-Z	200	added ('OK')	application/javascript	etag:W/%22cf00a65e7238352264b0a07db86bc09c%22	http://img1.wsimg.com/ceph-p3-01/website-builder-data-prod/static/widgets/UX.3.50.8.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/ceph-p3-01/website-builder-data-prod/static/widgets/UX.3.50.8.js	(from https://ahimms90.com/)
13:02:07	1494/1494	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%227f186465845590d935ea86a8f2c68018%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/a3dfb3560c687481/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/a3dfb3560c687481/script.js	(from https://ahimms90.com/services)
13:02:07	17976/17976	URF---	200	added ('OK%20(cached)')	image/jpeg		http://img1.wsimg.com/isteam/stock/pmeQ9Ww/:/rs=w:600,h:300,cg:true,m/cr=w:600,h:300	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/isteam/stock/pmeQ9Ww/_/rs=w_600,h_300,cg_true,m/cr=w_600,h_300.jpg	(from https://ahimms90.com/about-us)
13:02:07	1490/1490	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%22e082b52999b6bf7df96ee7d2c3dfe271%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/a1b90c0dba3e0131/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/a1b90c0dba3e0131/script.js	(from https://ahimms90.com/services)
13:02:07	1494/1494	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%225c9eb8d20016afef1ede6b4f8a44cb16%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/2b6c5201d135c693/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/2b6c5201d135c693/script.js	(from https://ahimms90.com/about-us)
13:02:07	1490/1490	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%2296f16c70ea50fc508b099b20089d0a6a%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/edcac03d5a249e1e/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/edcac03d5a249e1e/script.js	(from https://ahimms90.com/about-us)
13:02:08	1494/1494	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%22bced65304d49ca0401f49338ead0b4de%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/807a2d5e4f308ef5/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/807a2d5e4f308ef5/script.js	(from https://ahimms90.com/contact-us)
13:02:08	1490/1490	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%22590d4f146f12ee2bc1fa20d7ab854918%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/886acd4f82e663/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/886acd4f82e663/script.js	(from https://ahimms90.com/contact-us)
13:02:09	315399/315399	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%22f2cedda4479a577c9e149c9e3a4c72b6%22	http://img1.wsimg.com/blobby/go/gpub/85366ec326c7965c/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/gpub/85366ec326c7965c/script.js	(from https://ahimms90.com/)
13:02:09	2153/2153	UR-M-Z	200	added ('OK')	application/javascript	etag:W/%228453f55f9aeb8e90d986bddc3a113aa7%22	http://img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/4661bf1e56dc9b5f/script.js	C:/Users/trahman/Documents/My%20Web%20Sites/ahimms90/img1.wsimg.com/blobby/go/5ce0d1a0-298f-429b-a71f-9008fcc70bea/gpub/4661bf1e56dc9b5f/script.js	(from https://ahimms90.com/contact-us)
